,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,Itarema,-2.9248,-39.9167,86.07,51,15,22.48,BR,1600020000
360,Oranjemund,-28.55,16.4333,58.64,67,26,12.55,NA,1600020000
361,Ahipara,-35.1667,173.1667,49.93,77,20,6.8,NZ,1600020000
362,Kropotkin,45.4375,40.5756,77.29,35,0,13.67,RU,1600020000
363,Saint George,37.1041,-113.5841,90.25,14,1,8.25,US,1600020000
364,Payo,-3.7508,103.6372,74.16,90,95,1.72,ID,1600020000
365,Codrington,-38.2667,141.9667,47.68,93,13,8.57,AU,1600020000
366,Dombarovskiy,50.7587,59.5386,58.53,52,26,6.82,RU,1600020000
367,Yuancheng,36.652,107.7896,60.76,80,99,1.48,CN,1600020000
368,Dhidhdhoo,6.8833,73.1,82.33,78,100,11.9,MV,1600020000
369,Haines Junction,60.7522,-137.5108,44.24,76,32,2.84,CA,1600020000
370,Teeli,51.0333,90.2333,41.79,63,0,1.19,RU,1600020000
371,Lomovka,53.9194,58.3672,46.08,76,21,0.89,RU,1600020000
372,Akçaabat,41.0212,39.5715,76.17,80,63,3.18,TR,1600020000
373,Mehamn,71.0357,27.8492,47.52,83,94,3.71,NO,1600020000
374,Constitución,-35.3333,-72.4167,61.92,47,0,15.66,CL,1600020000
375,Kampene,-3.6,26.6667,80.98,57,68,1.72,CD,1600020000
376,The Valley,18.217,-63.0578,84.69,72,45,10.38,AI,1600020000
377,Khor,47.8861,134.9464,52.97,89,100,3.67,RU,1600020000
378,Pochutla,15.7432,-96.4661,88.29,65,66,5.3,MX,1600020000
379,Los Llanos de Aridane,28.6585,-17.9182,73.65,73,14,6.69,ES,1600020000
380,eMkhomazi,-30.2067,30.7978,76.57,39,0,14.0,ZA,1600020000
381,Piaçabuçu,-10.4056,-36.4344,79.65,66,20,13.51,BR,1600020000
382,Evensk,61.95,159.2333,43.11,68,100,13.69,RU,1600020000
383,Tromsø,69.6496,18.957,48.51,74,71,1.66,NO,1600020000
384,Port Augusta,-32.5,137.7667,47.19,79,38,8.5,AU,1600020000
385,Yulara,-25.2406,130.9889,66.2,46,0,17.47,AU,1600020000
386,Stratoni,40.5141,23.8247,79.7,51,2,2.62,GR,1600020000
387,Teya,60.3778,92.6267,46.87,87,0,1.74,RU,1600020000
388,Huntington,38.4193,-82.4452,72.12,95,95,5.73,US,1600020000
389,Henties Bay,-22.116,14.2845,59.36,85,3,14.63,NA,1600020000
390,Salitral,-4.8572,-80.6811,87.31,46,9,11.56,PE,1600020000
391,São Filipe,14.8961,-24.4956,80.26,79,75,13.18,CV,1600020000
392,Olafsvik,64.8945,-23.7142,46.65,69,97,11.68,IS,1600020000
393,Mauá,-23.6678,-46.4614,87.19,30,0,7.45,BR,1600020000
394,Ciudad Juárez,31.7333,-106.4833,83.77,33,49,12.39,MX,1600020000
395,Mukhen,48.1,136.1,54.36,59,100,4.03,RU,1600020000
396,Saint-François,46.4154,3.9054,80.78,38,0,5.35,FR,1600020000
397,Faya,18.3851,42.4509,74.95,46,22,7.23,SA,1600020000
398,Tegul'det,57.3064,88.1667,46.2,82,0,3.2,RU,1600020000
399,Jiangkou,25.4872,119.1986,77.61,77,86,8.72,CN,1600020000
400,High Level,58.5169,-117.136,45.88,76,87,5.68,CA,1600020000
401,Agía Galíni,35.1,24.6833,77.11,68,33,6.33,GR,1600020000
402,Santa Cruz,30.4202,-9.5982,81.79,53,100,6.93,MA,1600020000
403,Altay,47.8667,88.1167,50.34,44,6,4.63,CN,1600020000
404,Pangkalanbuun,-2.6833,111.6167,75.78,90,95,1.05,ID,1600020000
405,Middle Island,40.8843,-72.9373,71.38,69,95,10.51,US,1600020000
406,La Ronge,55.1001,-105.2842,51.49,77,73,1.28,CA,1600020000
407,Clonakilty,51.6231,-8.8706,61.03,87,62,12.37,IE,1600020000
408,Buriti dos Lopes,-3.175,-41.8669,100.56,26,54,7.92,BR,1600020000
409,Vestmannaeyjar,63.4427,-20.2734,48.0,84,59,26.78,IS,1600020000
410,Kiryat Gat,31.61,34.7642,79.32,58,0,9.6,IL,1600020000
411,Volga,57.9516,38.3879,52.03,86,72,8.61,RU,1600020000
412,Port Blair,11.6667,92.75,82.17,80,87,12.41,IN,1600020000
413,Tazovsky,67.4667,78.7,48.61,85,0,7.9,RU,1600020000
414,Keetmanshoop,-26.5833,18.1333,68.4,28,6,15.75,NA,1600020000
415,Sechura,-5.5569,-80.8222,74.77,60,26,14.32,PE,1600020000
416,Deputatsky,69.3,139.9,37.38,84,95,2.44,RU,1600020000
417,Inyonga,-6.7167,32.0667,82.89,28,55,4.47,TZ,1600020000
418,Torres,-29.3353,-49.7269,76.71,71,10,8.41,BR,1600020000
419,Marabu,4.4148,114.0089,78.33,90,69,4.43,MY,1600020000
420,Bouna,9.2667,-3.0,81.16,75,61,1.9,CI,1600020000
421,Turukhansk,65.8167,87.9833,53.98,90,100,14.34,RU,1600020000
422,San Andrés,12.5847,-81.7006,81.23,87,87,11.5,CO,1600020000
423,Biak,-0.9131,122.8766,75.42,76,97,6.64,ID,1600020000
424,Bembèrèkè,10.2283,2.6634,78.4,81,76,5.68,BJ,1600020000
425,Oxapampa,-10.5775,-75.4017,70.7,65,6,3.74,PE,1600020000
426,Bud,39.447,-86.1758,77.76,66,1,7.4,US,1600020000
427,Makkah al Mukarramah,21.4267,39.8261,98.44,24,25,3.0,SA,1600020000
428,Clarence Town,-32.5833,151.7833,55.26,90,70,2.3,AU,1600020000
429,Hirara,24.8,125.2833,82.63,71,90,7.34,JP,1600020000
430,Vila Franca do Campo,37.7167,-25.4333,73.27,68,22,7.07,PT,1600020000
431,Sontra,51.0667,9.9333,68.67,59,100,0.94,DE,1600020000
432,Oussouye,12.485,-16.5469,84.15,80,61,9.71,SN,1600020000
433,Doha,25.2867,51.5333,92.66,59,0,1.7,QA,1600020000
434,Salalah,17.0151,54.0924,80.65,83,85,2.71,OM,1600020000
435,Bowen,-20.0167,148.2333,67.3,88,1,13.87,AU,1600020000
436,Uiraúna,-6.5183,-38.4122,95.59,22,54,8.32,BR,1600020000
437,Bam,29.106,58.357,77.79,16,0,12.06,IR,1600020000
438,Daru,-9.0763,143.2092,74.41,80,33,11.81,PG,1600020000
439,Ola,59.5833,151.2833,47.59,65,0,10.22,RU,1600020000
440,Rincon,32.296,-81.2354,85.14,75,84,7.74,US,1600020000
441,Tevriz,57.509,72.4042,52.86,93,99,2.04,RU,1600020000
442,Dunda,-8.1167,34.25,77.74,40,89,5.35,TZ,1600020000
443,Eatonton,33.3268,-83.3885,84.69,67,85,7.76,US,1600020000
444,Nouakchott,18.0858,-15.9785,87.57,64,0,12.75,MR,1600020000
445,Barentu,15.1139,37.5928,78.4,68,29,4.32,ER,1600020000
446,Kholm-Zhirkovskiy,55.5189,33.4731,54.21,84,83,7.96,RU,1600020000
447,Pingxiang,27.6167,113.85,69.57,82,100,2.35,CN,1600020000
448,Quime,-16.9833,-67.2167,57.34,56,66,6.55,BO,1600020000
449,Husavik,66.0449,-17.3389,43.84,78,84,6.55,IS,1600020000
450,Nuevo Progreso,23.1667,-97.95,89.06,58,21,11.25,MX,1600020000
451,Baláo,-2.9167,-79.8167,81.54,73,65,6.62,EC,1600020000
452,Aklavik,68.2191,-135.0107,39.24,80,85,5.01,CA,1600020000
453,Imbituba,-28.24,-48.6703,83.14,54,62,14.03,BR,1600020000
454,Lata,40.1629,-8.3327,84.61,48,76,4.74,PT,1600020000
455,Lichuan,30.3,108.85,56.01,98,100,1.95,CN,1600020000
456,Lucknow,26.85,80.9167,87.06,76,80,5.48,IN,1600020000
457,Dombås,62.0696,9.1235,45.09,61,63,4.79,NO,1600020000
458,Manokwari,-0.8667,134.0833,79.57,77,100,4.56,ID,1600020000
459,Diu,20.7141,70.9822,81.16,84,52,11.45,IN,1600020000
460,Luleå,65.5842,22.1547,53.38,67,73,14.81,SE,1600020000
461,Gorontalo,0.5412,123.0595,74.93,87,99,2.51,ID,1600020000
462,Katsuura,35.1333,140.3,79.39,92,41,13.22,JP,1600020000
463,Klyuchi,52.2667,79.1667,56.66,39,9,4.61,RU,1600020000
464,Te Anau,-45.4167,167.7167,50.05,91,100,6.62,NZ,1600020000
465,Margate,51.3813,1.3862,68.07,69,38,9.33,GB,1600020000
466,Yar,58.249,52.1026,54.36,76,100,13.24,RU,1600020000
467,Walvis Bay,-22.9575,14.5053,63.36,62,2,23.8,NA,1600020000
468,Tagāb,34.855,69.6492,76.62,29,15,1.63,AF,1600020000
469,Marsh Harbour,26.5412,-77.0636,84.11,70,94,11.07,BS,1600020000
470,Storsteinnes,69.2408,19.2344,48.18,67,35,0.27,NO,1600020000
471,Abapó,-18.8333,-63.4667,98.29,20,31,13.69,BO,1600020000
472,Leningradskiy,69.3833,178.4167,38.55,85,75,2.95,RU,1600020000
473,El Sauzal de Rodríguez,31.9,-116.6833,81.05,63,0,8.3,MX,1600020000
474,Bac Lieu,9.285,105.7244,80.28,83,93,9.17,VN,1600020000
475,Santa Inês,-3.6667,-45.38,98.37,33,40,3.36,BR,1600020000
476,Murud,18.3258,72.965,79.99,83,68,3.44,IN,1600020000
477,Balkhash,46.844,74.9804,63.05,58,8,2.51,KZ,1600020000
478,Lebyazh'ye,55.2689,66.4947,51.26,86,27,3.6,RU,1600020000
479,Dawei,14.0833,98.2,78.21,86,92,2.08,MM,1600020000
480,North Bend,43.4065,-124.2243,61.48,83,77,5.73,US,1600020000
481,Canguaretama,-6.38,-35.1289,83.86,55,39,18.14,BR,1600020000
482,Quetta,30.199,67.0097,75.22,20,0,2.08,PK,1600020000
483,Caronport,50.4501,-105.8179,56.8,60,22,6.29,CA,1600020000
484,Tumpat,6.1978,102.171,77.45,91,69,7.9,MY,1600020000
485,Upernavik,72.7868,-56.1549,31.28,96,99,9.66,GL,1600020000
486,Lyuban',52.7985,28.0048,61.5,71,100,10.38,BY,1600020000
487,Jacareacanga,-6.2222,-57.7528,103.28,24,60,5.57,BR,1600020000
488,Hauterive,46.0901,3.4459,80.33,42,0,4.65,FR,1600020000
489,Severnoye,56.3491,78.3619,50.34,84,100,6.08,RU,1600020000
490,Shelburne,44.0787,-80.2041,68.52,76,42,21.07,CA,1600020000
491,Carauari,-4.8828,-66.8958,101.01,33,0,4.88,BR,1600020000
492,Pemba,-12.974,40.5178,77.07,85,20,11.25,MZ,1600020000
493,Adrar,20.5022,-10.0711,106.61,10,28,14.18,MR,1600020000
494,Mujiayingzi,42.1167,118.7833,60.01,79,98,4.09,CN,1600020000
495,Tacuarembó,-31.7333,-55.9833,62.58,95,100,8.46,UY,1600020000
496,Mackay,-21.15,149.2,68.81,81,38,13.09,AU,1600020000
497,Lodja,-3.4833,23.4333,87.8,43,63,2.53,CD,1600020000
498,Ketchikan,55.3422,-131.6461,60.13,78,62,1.92,US,1600020000
499,São João da Barra,-21.6403,-41.0511,80.2,59,0,21.43,BR,1600020000
500,Duluth,46.7833,-92.1066,62.96,59,27,10.83,US,1600020000
501,Alpena,45.0617,-83.4327,61.99,83,89,12.03,US,1600020000
502,Hervey Bay,-25.2986,152.8535,64.62,89,1,7.27,AU,1600020000
503,Bathsheba,13.2167,-59.5167,88.3,68,25,10.92,BB,1600020000
504,Tilichiki,60.4667,166.1,42.01,93,100,11.86,RU,1600020000
505,‘Āhuimanu,21.4447,-157.8378,77.77,71,10,9.69,US,1600020000
506,Anjiang,27.3194,110.1031,67.23,90,100,2.59,CN,1600020000
507,Revelstoke,50.9832,-118.2023,74.12,68,63,3.65,CA,1600020000
508,Sangmélima,2.9333,11.9833,72.79,95,31,3.69,CM,1600020000
509,Semme,46.1963,1.5007,78.89,33,0,1.59,FR,1600020000
510,Karratha,-20.7377,116.8463,76.28,44,39,7.14,AU,1600020000
511,Ingham,42.6,-84.3833,67.86,69,50,14.47,US,1600020000
512,Riyadh,24.6877,46.7219,91.99,19,16,3.6,SA,1600020000
513,Hambantota,6.1241,81.1185,80.28,86,69,15.86,LK,1600020000
514,Zhangye,38.9342,100.4517,62.26,31,65,1.83,CN,1600020000
515,Panabá,21.2833,-88.2667,90.14,61,11,4.21,MX,1600020000
516,Atar,20.5169,-13.0499,106.63,12,4,13.31,MR,1600020000
517,Tselinnoye,53.0833,85.6667,47.66,73,0,5.82,RU,1600020000
518,Rio Grande,-32.035,-52.0986,62.91,98,94,6.98,BR,1600020000
519,Jāwā,31.8525,35.9393,79.12,42,0,6.91,JO,1600020000
520,Vardø,70.3705,31.1107,49.08,88,87,11.92,NO,1600020000
521,Wilmington,34.2257,-77.9447,82.4,72,89,8.23,US,1600020000
522,Whyalla,-33.0333,137.5833,52.09,83,41,9.22,AU,1600020000
523,Sola,-13.8833,167.55,78.53,86,100,22.64,VU,1600020000
524,Turka,49.1541,23.0297,64.18,78,84,1.1,UA,1600020000
525,Kalmunai,7.4167,81.8167,82.74,74,100,4.68,LK,1600020000
526,Jumla,29.2747,82.1838,61.5,69,97,1.63,NP,1600020000
527,San Joaquin,10.263,-67.7858,86.34,58,6,7.23,VE,1600020000
528,Korhogo,9.45,-5.6333,81.52,79,64,3.18,CI,1600020000
529,La Rioja,-29.4111,-66.8507,77.45,36,3,12.03,AR,1600020000
530,Nuuk,64.1835,-51.7216,39.11,62,0,1.77,GL,1600020000
531,Kautokeino,69.0125,23.0412,46.13,70,89,4.83,NO,1600020000
532,Abidjan,5.3094,-4.0197,79.03,84,55,10.83,CI,1600020000
533,Bouillante,16.1304,-61.7692,86.52,67,58,4.94,GP,1600020000
534,Arrondissement de Muret,43.3333,1.25,86.79,28,0,11.05,FR,1600020000
535,Morón,-34.6534,-58.6198,68.95,48,73,5.44,AR,1600020000
536,Kharp,66.8014,65.8081,44.69,78,40,4.54,RU,1600020000
537,Mataram,-8.5833,116.1167,77.02,77,51,7.99,ID,1600020000
538,Roebourne,-20.7833,117.1333,77.9,40,37,8.37,AU,1600020000
539,Zhigansk,66.7697,123.3711,45.05,91,71,15.48,RU,1600020000
540,Östersund,63.1792,14.6357,48.13,72,93,7.38,SE,1600020000
541,Combita,5.6333,-73.3167,60.89,76,96,5.44,CO,1600020000
542,Kodinsk,58.6881,99.1844,46.27,88,100,3.15,RU,1600020000
543,Sakakah,29.9697,40.2064,100.89,12,51,10.29,SA,1600020000
544,Il'skiy,44.8422,38.5669,76.3,49,40,7.99,RU,1600020000
545,Kutum,14.2,24.6667,77.25,64,56,2.53,SD,1600020000
546,Umluj,25.0213,37.2685,90.03,56,17,5.1,SA,1600020000
547,Alyangula,-13.8483,136.4192,72.34,86,0,7.29,AU,1600020000
548,Yate,51.5407,-2.4184,68.45,74,0,6.6,GB,1600020000
549,Labuan,5.2767,115.2417,78.13,95,69,5.01,MY,1600020000
550,Belen,36.4891,36.2233,77.2,70,10,6.71,TR,1600020000
551,Fairbanks,64.8378,-147.7164,43.39,82,1,2.64,US,1600020000
552,Kothi,24.75,80.7833,84.36,68,69,4.38,IN,1600020000
553,Katobu,-4.9408,122.5276,72.1,88,98,2.15,ID,1600020000
554,Hofn,64.2539,-15.2082,46.96,70,92,5.48,IS,1600020000
555,Metro,-5.1131,105.3067,75.02,91,92,5.1,ID,1600020000
556,Olutanga,7.3106,122.8464,83.89,72,100,6.42,PH,1600020000
557,Warwick,41.7001,-71.4162,72.27,62,63,9.62,US,1600020000
558,Nikki,9.9401,3.2108,78.28,76,91,4.92,BJ,1600020000
559,San Rafael,-34.6177,-68.3301,62.37,32,0,4.23,AR,1600020000
